"name","2010"
"AMISK RIVER - 12010102","0.0"
"ATHABASCA ABOVE FIREBAG RIVER - 17070101","0.0019352265305858725"
"ATHABASCA ABOVE HORSE RIVER - 17050401","0.0"
"ATHABASCA ABOVE HOUSE RIVER - 17050201","0.0"
"ATHABASCA ABOVE TAWATINAW RIVER - 17050101","0.0"
"ATHABASCA RIVER ABOVE FREEMAN RIVER - 17010602","0.0"
"ATHABASCA RIVER ABOVE WHITECOURT - 17010501","0.0"
"ATHABASCA RIVER AND ROURKE CREEK - 17010703","0.0"
"ATHABASCA RIVER AND SALTWATER CREEK - 17010701","0.0"
"BEAVER RIVER - 17070102","0.0"
"BERLAND RIVER - 17010301","0.0"
"BLACKSTONE RIVER - 11010403","0.0"
"BOCQUENE RIVER - 24010105","0.0"
"BRAZEAU CANAL - 11010405","0.0"
"BRAZEAU RIVER - 11010401","0.0"
"BUCKTON CREEK - 18060502","0.0"
"CADOTTE RIVER - 18010401","0.0"
"CALDER RIVER AND PRIMROSE LAKE - 12020302","0.0"
"CALLING LAKE - 17050202","0.0"
"CARDINAL RIVER - 11010402","0.0"
"CHENAL DES QUATRE FOURCHES - 18060504","0.0"
"CHIPEWYAN RIVER - 18050204","0.0"
"CHRISTINA RIVER - 17060101","0.00016939834038498991"
"CLEARWATER RIVER - 17060201","0.00086755334556876877"
"COLIN LAKE - 21010201","0.0"
"CROWN CREEK - 21010103","0.0"
"DAPP CREEK - 17030302","0.0"
"DILLON RIVER - 13010101","0.0"
"DOG RIVER - 24010202","0.0"
"DOVER RIVER - 17070203","0.0"
"DRIFTPILE RIVER - 17040202","0.0"
"DROWNED HORSE CREEK - 18050103","0.0"
"DUNKIRK RIVER - 17070201","0.0"
"EAST PRAIRIE RIVER - 17040103","0.0"
"EDSON RIVER - 17020203","0.0"
"ELK RIVER - 11010404","0.0"
"ELLS RIVER - 17070105","0.00061836256645619902"
"EMBARRAS RIVER - 17020102","0.0"
"FAWCETT RIVER - 17040304","0.0"
"FIREBAG RIVER - 17070301","0.0"
"FREEMAN RIVER - 17010603","0.0"
"FRENCH CREEK - 17030304","0.0"
"GARSON LAKE - 15010101","0.0"
"GOOSE RIVER - 17060102","0.0"
"GOOSE RIVER - 18020704","0.0"
"GORDON RIVER - 17060106","0.0"
"GREGOIRE RIVER - 17060107","0.0009176682215183969"
"HANGINGSTONE RIVER - 17060203","0.0"
"HARRISON RIVER - 21010101","0.0"
"HORSE RIVER - 17050403","0.0"
"HOUSE RIVER - 17050205","0.0"
"HUNTING CREEK - 18020905","0.0"
"IOSEGUN RIVER - 18020702","0.0"
"JACKFISH RIVER - 17060104","0.00073574171275705947"
"LA BICHE RIVER - 17050301","0.0"
